ERIC ADDAE,,NDC,14285,2012,ASUTIFI NORTH,M
JOHN MAHAMA,,NDC,15752,2012,ASUTIFI SOUTH,P
HENRY LARTEY,,GCPP,100,2012,ASUTIFI SOUTH,P
NANA AKUFO-ADDO,,NPP,12791,2012,ASUTIFI SOUTH,P
PAA KWESI NDUOM,,PPP,55,2012,ASUTIFI SOUTH,P
AKWASI ADAE,,UFP,7,2012,ASUTIFI SOUTH,P
HASSAN AYARIGA,,PNC,23,2012,ASUTIFI SOUTH,P
ABU SAKARA,,CPP,20,2012,ASUTIFI SOUTH,P
JACOB OSEI YEBOAH,,IND,19,2012,ASUTIFI SOUTH,P
COLLINS DAUDA,,NDC,16077,2012,ASUTIFI SOUTH,M
YIADOM BOAKYE - BOATENG,,NPP,12820,2012,ASUTIFI SOUTH,M
ACHEAMPONG OSEI EMMANUEL,,NDP,100,2012,ASUTIFI SOUTH,M
JOHN MAHAMA,,NDC,21133,2012,Atebubu/Amanting,P
HENRY LARTEY,,GCPP,172,2012,Atebubu/Amanting,P
NANA AKUFO-ADDO,,NPP,12049,2012,Atebubu/Amanting,P
PAA KWESI NDUOM,,PPP,153,2012,Atebubu/Amanting,P
AKWASI ADAE,,UFP,30,2012,Atebubu/Amanting,P
HASSAN AYARIGA,,PNC,53,2012,Atebubu/Amanting,P
ABU SAKARA,,CPP,74,2012,Atebubu/Amanting,P
JACOB OSEI YEBOAH,,IND,165,2012,Atebubu/Amanting,P
SANJA NANJA,,NDC,16964,2012,Atebubu/Amanting,M
CASSIUS OSEI-POKU,,NPP,11413,2012,Atebubu/Amanting,M
KONADU JAMES AFOLABI,,IND,5630,2012,Atebubu/Amanting,M
DIBA SAMUEL,,PPP,218,2012,Atebubu/Amanting,M
DAN ABEDU AMANKWAAH,,NDP,186,2012,Atebubu/Amanting,M
JOHN MAHAMA,,NDC,5390,2012,BANDA,P
HENRY LARTEY,,GCPP,42,2012,BANDA,P
NANA AKUFO-ADDO,,NPP,5068,2012,BANDA,P
PAA KWESI NDUOM,,PPP,33,2012,BANDA,P
AKWASI ADAE,,UFP,9,2012,BANDA,P
HASSAN AYARIGA,,PNC,20,2012,BANDA,P
ABU SAKARA,,CPP,8,2012,BANDA,P
JACOB OSEI YEBOAH,,IND,14,2012,BANDA,P
AHMED IBRAHIM,,NDC,5645,2012,BANDA,M
JOE DANQUAH,,NPP,4950,2012,BANDA,M
FRANK YEBOAH,,NDP,104,2012,BANDA,M
JOHN MAHAMA,,NDC,16719,2012,BEREKUM EAST,P
HENRY LARTEY,,GCPP,80,2012,BEREKUM EAST,P
NANA AKUFO-ADDO,,NPP,22888,2012,BEREKUM EAST,P
PAA KWESI NDUOM,,PPP,147,2012,BEREKUM EAST,P
AKWASI ADAE,,UFP,9,2012,BEREKUM EAST,P
HASSAN AYARIGA,,PNC,17,2012,BEREKUM EAST,P
ABU SAKARA,,CPP,49,2012,BEREKUM EAST,P
JACOB OSEI YEBOAH,,IND,14,2012,BEREKUM EAST,P
DR. KWABENA TWUM NUAMAH,,NPP,22687,2012,BEREKUM EAST,M
GEORGE ATTA-BOATENG,,NDC,16517,2012,BEREKUM EAST,M
SALIFU ALIU DAYINDAY,,CPP,513,2012,BEREKUM EAST,M
NANA-KYERE PHILIP JOHNSON,,PPP,253,2012,BEREKUM EAST,M
SIMON AMOAH,,NDP,102,2012,BEREKUM EAST,M
JOHN MAHAMA,,NDC,7750,2012,BEREKUM WEST,P
HENRY LARTEY,,GCPP,65,2012,BEREKUM WEST,P
NANA AKUFO-ADDO,,NPP,10189,2012,BEREKUM WEST,P
PAA KWESI NDUOM,,PPP,65,2012,BEREKUM WEST,P
AKWASI ADAE,,UFP,6,2012,BEREKUM WEST,P
HASSAN AYARIGA,,PNC,12,2012,BEREKUM WEST,P
ABU SAKARA,,CPP,18,2012,BEREKUM WEST,P
JACOB OSEI YEBOAH,,IND,12,2012,BEREKUM WEST,P
KWAKU AGYENIM-BOATENG,,NPP,10406,2012,BEREKUM WEST,M
LORD STEPHEN OPPONG,,NDC,7280,2012,BEREKUM WEST,M
JUSTICE AMANKONA DIAWUO,,PPP,220,2012,BEREKUM WEST,M
HINNE OWUSU FRANK,,URP,140,2012,BEREKUM WEST,M
KWASI BOAFO,,NDP,106,2012,BEREKUM WEST,M
ATABOADEY CYRIL,,CPP,45,2012,BEREKUM WEST,M
JOHN MAHAMA,,NDC,19756,2012,DORMAA CENTRAL,P
HENRY LARTEY,,GCPP,176,2012,DORMAA CENTRAL,P
NANA AKUFO-ADDO,,NPP,22438,2012,DORMAA CENTRAL,P
PAA KWESI NDUOM,,PPP,162,2012,DORMAA CENTRAL,P
AKWASI ADAE,,UFP,30,2012,DORMAA CENTRAL,P
HASSAN AYARIGA,,PNC,29,2012,DORMAA CENTRAL,P
ABU SAKARA,,CPP,98,2012,DORMAA CENTRAL,P
JACOB OSEI YEBOAH,,IND,21,2012,DORMAA CENTRAL,P
KWAKU AGYEMAN-MANU,,NPP,22631,2012,DORMAA CENTRAL,M
PROF. KWAME AGYENIM -BOATENG,,NDC,19687,2012,DORMAA CENTRAL,M
AMPONSAH KUMI,,PPP,276,2012,DORMAA CENTRAL,M
YEBOAH  ALEXANDER,,CPP,239,2012,DORMAA CENTRAL,M
APPIAH-ADJEI BOATENG,,NDP,61,2012,DORMAA CENTRAL,M
JOHN MAHAMA,,NDC,9350,2012,DORMAA EAST,P
HENRY LARTEY,,GCPP,85,2012,DORMAA EAST,P
NANA AKUFO-ADDO,,NPP,14285,2012,DORMAA EAST,P
PAA KWESI NDUOM,,PPP,107,2012,DORMAA EAST,P
AKWASI ADAE,,UFP,11,2012,DORMAA EAST,P
HASSAN AYARIGA,,PNC,24,2012,DORMAA EAST,P
ABU SAKARA,,CPP,31,2012,DORMAA EAST,P
JACOB OSEI YEBOAH,,IND,16,2012,DORMAA EAST,P
WILLIAM KWASI SABI,,NPP,13712,2012,DORMAA EAST,M
ALI ADJEI IRAHIM,,NDC,9907,2012,DORMAA EAST,M
FELIX KUMI KWAKU,,IND,302,2012,DORMAA EAST,M
ASANTE OPPONG ALEXANDER,,PPP,131,2012,DORMAA EAST,M
ADOMA HAYFORD,,CPP,58,2012,DORMAA EAST,M
JOHN MAHAMA,,NDC,9091,2012,DORMAA WEST,P
HENRY LARTEY,,GCPP,64,2012,DORMAA WEST,P
NANA AKUFO-ADDO,,NPP,6236,2012,DORMAA WEST,P
PAA KWESI NDUOM,,PPP,23,2012,DORMAA WEST,P
AKWASI ADAE,,UFP,4,2012,DORMAA WEST,P
HASSAN AYARIGA,,PNC,19,2012,DORMAA WEST,P
ABU SAKARA,,CPP,33,2012,DORMAA WEST,P
JACOB OSEI YEBOAH,,IND,13,2012,DORMAA WEST,P
VINCENT OPPONG ASAMOAH,,NDC,8683,2012,DORMAA WEST,M
ALI MAIGA HALIDU,,NPP,6792,2012,DORMAA WEST,M
GYABAAH ANTHONY,,NDP,81,2012,DORMAA WEST,M
SARPONG ISAAC,,CPP,51,2012,DORMAA WEST,M
JOHN MAHAMA,,NDC,16701,2012,JAMAN NORTH,P
HENRY LARTEY,,GCPP,174,2012,JAMAN NORTH,P
NANA AKUFO-ADDO,,NPP,11862,2012,JAMAN NORTH,P
PAA KWESI NDUOM,,PPP,117,2012,JAMAN NORTH,P
AKWASI ADAE,,UFP,56,2012,JAMAN NORTH,P
HASSAN AYARIGA,,PNC,65,2012,JAMAN NORTH,P
ABU SAKARA,,CPP,60,2012,JAMAN NORTH,P
JACOB OSEI YEBOAH,,IND,30,2012,JAMAN NORTH,P
SIAKA STEVENS,,NPP,14920,2012,JAMAN NORTH,M
ASUM-AHENSAH ,,NDC,14718,2012,JAMAN NORTH,M
JOHN MAHAMA,,NDC,16510,2012,JAMAN SOUTH,P
HENRY LARTEY,,GCPP,157,2012,JAMAN SOUTH,P
NANA AKUFO-ADDO,,NPP,21836,2012,JAMAN SOUTH,P
PAA KWESI NDUOM,,PPP,229,2012,JAMAN SOUTH,P
AKWASI ADAE,,UFP,19,2012,JAMAN SOUTH,P
HASSAN AYARIGA,,PNC,43,2012,JAMAN SOUTH,P
ABU SAKARA,,CPP,27,2012,JAMAN SOUTH,P
JACOB OSEI YEBOAH,,IND,25,2012,JAMAN SOUTH,P
YAW AFFUL,,NPP,22835,2012,JAMAN SOUTH,M
KOJO BOAKYE DJAN,,NDC,16123,2012,JAMAN SOUTH,M
KYERE DIABOUR AMANKONA,,PPP,403,2012,JAMAN SOUTH,M
OFORI EMMANUEL AIKINS,,PNC,82,2012,JAMAN SOUTH,M
AGYENIM BOATENG JOHN,,NDP,57,2012,JAMAN SOUTH,
JOHN MAHAMA,,NDC,26579,2012,KINTAMPO NORTH,P
HENRY LARTEY,,GCPP,178,2012,KINTAMPO NORTH,P
NANA AKUFO-ADDO,,NPP,14545,2012,KINTAMPO NORTH,P
PAA KWESI NDUOM,,PPP,126,2012,KINTAMPO NORTH,P
AKWASI ADAE,,UFP,21,2012,KINTAMPO NORTH,P
HASSAN AYARIGA,,PNC,73,2012,KINTAMPO NORTH,P
ABU SAKARA,,CPP,110,2012,KINTAMPO NORTH,P
JACOB OSEI YEBOAH,,IND,48,2012,KINTAMPO NORTH,P
STEPHEN KUNSU,,NDC,22761,2012,KINTAMPO NORTH,M
RAZAK AWUDULAI,,NPP,17504,2012,KINTAMPO NORTH,M
JAMES KWABENA BOMFEH(jnr),,CPP,1324,2012,KINTAMPO NORTH,M
JONAS OSEI BONSU,,PPP,361,2012,KINTAMPO NORTH,M
AYIMADU KWADWOMATHEW,,NDP,169,2012,KINTAMPO NORTH,M
JOHN MAHAMA,,NDC,16488,2012,KINTAMPO SOUTH,P
HENRY LARTEY,,GCPP,145,2012,KINTAMPO SOUTH,P
NANA AKUFO-ADDO,,NPP,11470,2012,KINTAMPO SOUTH,P
PAA KWESI NDUOM,,PPP,101,2012,KINTAMPO SOUTH,P
AKWASI ADAE,,UFP,37,2012,KINTAMPO SOUTH,P
HASSAN AYARIGA,,PNC,73,2012,KINTAMPO SOUTH,P
ABU SAKARA,,CPP,56,2012,KINTAMPO SOUTH,P
JACOB OSEI YEBOAH,,IND,27,2012,KINTAMPO SOUTH,P
YAW EFFAH-BAAH,,NDC,15552,2012,KINTAMPO SOUTH,M
YAW ADJEI DUFFOUR,,NPP,11467,2012,KINTAMPO SOUTH,M
ANKOMA SAKYIE NOBLE SETH,,PPP,941,2012,KINTAMPO SOUTH,M
ATOMEH KORANTENG JOSEPH,,PNC,73,2012,KINTAMPO SOUTH,M
JOHN MAHAMA,,NDC,10099,2012,NKORANZA NORTH,P
HENRY LARTEY,,GCPP,102,2012,NKORANZA NORTH,P
NANA AKUFO-ADDO,,NPP,9947,2012,NKORANZA NORTH,P
PAA KWESI NDUOM,,PPP,70,2012,NKORANZA NORTH,P
AKWASI ADAE,,UFP,20,2012,NKORANZA NORTH,P
HASSAN AYARIGA,,PNC,23,2012,NKORANZA NORTH,P
ABU SAKARA,,CPP,34,2012,NKORANZA NORTH,P
JACOB OSEI YEBOAH,,IND,29,2012,NKORANZA NORTH,P
DEREK ODURO,,NPP,10254,2012,NKORANZA NORTH,M
KWADWO AGYEI-DWOMOR,,NDC,9534,2012,NKORANZA NORTH,M
ESTHER GERTRUDE WORAE,,NDP,253,2012,NKORANZA NORTH,M
KWAAH ABDUL RAHAMAN,,PPP,235,2012,NKORANZA NORTH,M
BAFFOE DANIEL,,CPP,230,2012,NKORANZA NORTH,M
JOHN MAHAMA,,NDC,24095,2012,NKORANZA SOUTH,P
HENRY LARTEY,,GCPP,159,2012,NKORANZA SOUTH,P
NANA AKUFO-ADDO,,NPP,19607,2012,NKORANZA SOUTH,P
PAA KWESI NDUOM,,PPP,101,2012,NKORANZA SOUTH,P
AKWASI ADAE,,UFP,45,2012,NKORANZA SOUTH,P
HASSAN AYARIGA,,PNC,43,2012,NKORANZA SOUTH,P
ABU SAKARA,,CPP,24,2012,NKORANZA SOUTH,P
JACOB OSEI YEBOAH,,IND,38,2012,NKORANZA SOUTH,P
EMMANUEL KWADWO AGYEKUM,,NDC,24536,2012,NKORANZA SOUTH,M
TWUMASI KWAME AMPORFO,,NPP,19534,2012,NKORANZA SOUTH,M
ASIRIFI KODOM ISAAC,,NDP,203,2012,NKORANZA SOUTH,M
JOHN MAHAMA,,NDC,19317,2012,PRU EAST,P
HENRY LARTEY,,GCPP,97,2012,PRU EAST,P
NANA AKUFO-ADDO,,NPP,6127,2012,PRU EAST,P
PAA KWESI NDUOM,,PPP,136,2012,PRU EAST,P
AKWASI ADAE,,UFP,27,2012,PRU EAST,P
HASSAN AYARIGA,,PNC,27,2012,PRU EAST,P
ABU SAKARA,,CPP,88,2012,PRU EAST,P
JACOB OSEI YEBOAH,,IND,124,2012,PRU EAST,P
DR. KWABENA DONKOR,,NDC,15906,2012,PRU EAST,M
DR. KING-DAVID KWAO AMOAH,,IND,6130,2012,PRU EAST,M
ABRAHAM NYIDAVU,,NPP,3430,2012,PRU EAST,M
KINGSLEY ABONKRAH,,IND,148,2012,PRU EAST,M
NYAFULE OWUSU EMMANUEL,,PPP,125,2012,PRU EAST,M
ADZORMAHE AGBENYA EBENEZER,,CPP,124,2012,PRU EAST,M
JOHN MAHAMA,,NDC,11922,2012,PRU WEST,P
HENRY LARTEY,,GCPP,149,2012,PRU WEST,P
NANA AKUFO-ADDO,,NPP,6800,2012,PRU WEST,P
PAA KWESI NDUOM,,PPP,73,2012,PRU WEST,P
AKWASI ADAE,,UFP,28,2012,PRU WEST,P
HASSAN AYARIGA,,PNC,110,2012,PRU WEST,P
ABU SAKARA,,CPP,28,2012,PRU WEST,P
JACOB OSEI YEBOAH,,IND,33,2012,PRU WEST,P
ALHAJI MASAWUD MOHAMMED,,NDC,9465,2012,PRU WEST,M
STEPHEN PAMBLIN JALULAH,,NPP,8278,2012,PRU WEST,M
ABDULLAHI YAKUBU,,IND,1082,2012,PRU WEST,M
ADU SAMPSON,,IND,653,2012,PRU WEST,M
JOHN MAHAMA,,NDC,10892,2012,SENE EAST,P
HENRY LARTEY,,GCPP,79,2012,SENE EAST,P
NANA AKUFO-ADDO,,NPP,4070,2012,SENE EAST,P
PAA KWESI NDUOM,,PPP,95,2012,SENE EAST,P
AKWASI ADAE,,UFP,17,2012,SENE EAST,P
HASSAN AYARIGA,,PNC,28,2012,SENE EAST,P
ABU SAKARA,,CPP,26,2012,SENE EAST,P
JACOB OSEI YEBOAH,,IND,17,2012,SENE EAST,P
DR. KWABENA DONKOR,,NDC,15906,2012,SENE EAST,M
DR. KING-DAVID KWAO AMOAH,,IND,6130,2012,SENE EAST,M
ABRAHAM NYIDAVU,,NPP,3430,2012,SENE EAST,M
KINGSLEY ABONKRAH,,IND,148,2012,SENE EAST,M
NYAFULE OWUSU EMMANUEL,,PPP,125,2012,SENE EAST,M
ADZORMAHE AGBENYA EBENEZER,,CPP,124,2012,SENE EAST,M
JOHN MAHAMA,,NDC,12926,2012,SENE WEST,P
HENRY LARTEY,,GCPP,151,2012,SENE WEST,P
NANA AKUFO-ADDO,,NPP,6345,2012,SENE WEST,P
PAA KWESI NDUOM,,PPP,86,2012,SENE WEST,P
AKWASI ADAE,,UFP,28,2012,SENE WEST,P
HASSAN AYARIGA,,PNC,64,2012,SENE WEST,P
ABU SAKARA,,CPP,39,2012,SENE WEST,P
JACOB OSEI YEBOAH,,IND,51,2012,SENE WEST,P
KWAME TUMASI AMPOFO,,NDC,12511,2012,SENE WEST,M
JOSEPH MACKAY KUMAH,,NPP,6721,2012,SENE WEST,M
MOHAMMED MUSAH,,PNC,195,2012,SENE WEST,M
SUHAIL ABDUL MUMIN,,NDP,77,2012,SENE WEST,M
JOHN MAHAMA,,NDC,28765,2012,SUNYANI EAST,P
HENRY LARTEY,,GCPP,154,2012,SUNYANI EAST,P
NANA AKUFO-ADDO,,NPP,42632,2012,SUNYANI EAST,P
PAA KWESI NDUOM,,PPP,338,2012,SUNYANI EAST,P
AKWASI ADAE,,UFP,20,2012,SUNYANI EAST,P
HASSAN AYARIGA,,PNC,50,2012,SUNYANI EAST,P
ABU SAKARA,,CPP,67,2012,SUNYANI EAST,P
JACOB OSEI YEBOAH,,IND,30,2012,SUNYANI EAST,P
KWASI AMEYAW CHEREMEH,,NPP,42478,2012,SUNYANI EAST,M
PHILIP AWUAH,,NDC,25141,2012,SUNYANI EAST,M
VIVIAN TETTEH,,PPP,3682,2012,SUNYANI EAST,M
MICHAEL KWAME MENSAH ASARE,,IND,291,2012,SUNYANI EAST,M
ALANYINAH SAMPANA SAMPSON,,PNC,228,2012,SUNYANI EAST,M
ANTHONY ANTWI BOASIAKO,,NDP,98,2012,SUNYANI EAST,M
JOHN MAHAMA,,NDC,21927,2012,SUNYANI WEST,P
HENRY LARTEY,,GCPP,110,2012,SUNYANI WEST,P
NANA AKUFO-ADDO,,NPP,26590,2012,SUNYANI WEST,P
PAA KWESI NDUOM,,PPP,183,2012,SUNYANI WEST,P
AKWASI ADAE,,UFP,11,2012,SUNYANI WEST,P
HASSAN AYARIGA,,PNC,28,2012,SUNYANI WEST,P
ABU SAKARA,,CPP,43,2012,SUNYANI WEST,P
JACOB OSEI YEBOAH,,IND,21,2012,SUNYANI WEST,P
IGNATIUS BAFFOUR AWUAH,,NPP,26153,2012,SUNYANI WEST,M
KWADWO NYAMEKYE - MARFO,,NDC,22620,2012,SUNYANI WEST,M
 AKAN AL-SADAT,,PPP,298,2012,SUNYANI WEST,M
CHARLES ANTWI-YEBOAH,,NDP,93,2012,SUNYANI WEST,M
JOHN MAHAMA,,NDC,17368,2012,TAIN,P
HENRY LARTEY,,GCPP,167,2012,TAIN,P
NANA AKUFO-ADDO,,NPP,13277,2012,TAIN,P
PAA KWESI NDUOM,,PPP,122,2012,TAIN,P
AKWASI ADAE,,UFP,20,2012,TAIN,P
HASSAN AYARIGA,,PNC,40,2012,TAIN,P
ABU SAKARA,,CPP,26,2012,TAIN,P
JACOB OSEI YEBOAH,,IND,29,2012,TAIN,P
KWASI AGYEMANG GYAN - TUTU,,NDC,17286,2012,TAIN,M
JOSEPH OFORI AMANFO,,NPP,12981,2012,TAIN,M
TWUM KWAME ERIC,,PPP,430,2012,TAIN,M
SIED ISHAQ HAMZA,,NDP,181,2012,TAIN,M
JOHN MAHAMA,,NDC,14997,2012,TANO NORTH,P
HENRY LARTEY,,GCPP,123,2012,TANO NORTH,P
NANA AKUFO-ADDO,,NPP,19339,2012,TANO NORTH,P
PAA KWESI NDUOM,,PPP,127,2012,TANO NORTH,P
AKWASI ADAE,,UFP,20,2012,TANO NORTH,P
HASSAN AYARIGA,,PNC,18,2012,TANO NORTH,P
ABU SAKARA,,CPP,31,2012,TANO NORTH,P
JACOB OSEI YEBOAH,,IND,29,2012,TANO NORTH,P
FREDA PREMPEH,,NPP,18531,2012,TANO NORTH,M
APRAKU LARTEY,,NDC,14789,2012,TANO NORTH,M
SADDICK ADAM-BABA,,PPP,727,2012,TANO NORTH,M
ALBERT NDA BINEY-HAYFORD,,IND,149,2012,TANO NORTH,M
NANA AMANFO ANTWI,,NDP,100,2012,TANO NORTH,M
KWAME OPOKU  BOAKYE,,IND,83,2012,TANO NORTH,M
JOHN MAHAMA,,NDC,17677,2012,TANO SOUTH,P
HENRY LARTEY,,GCPP,119,2012,TANO SOUTH,P
NANA AKUFO-ADDO,,NPP,19234,2012,TANO SOUTH,P
PAA KWESI NDUOM,,PPP,114,2012,TANO SOUTH,P
AKWASI ADAE,,UFP,28,2012,TANO SOUTH,P
HASSAN AYARIGA,,PNC,36,2012,TANO SOUTH,P
ABU SAKARA,,CPP,28,2012,TANO SOUTH,P
JACOB OSEI YEBOAH,,IND,26,2012,TANO SOUTH,P
DR. HANNA LOUISA BISIW,,NDC,19236,2012,TANO SOUTH,M
ANDREWS ADJEI YEBOAH,,NPP,17856,2012,TANO SOUTH,M
BOATENG KARIM AHMED,,PPP,154,2012,TANO SOUTH,M
ACQUAH ENOCH APPIAH,,CPP,68,2012,TANO SOUTH,M
BOATENG FREDERICK,,PNC,48,2012,TANO SOUTH,M
JOHN MAHAMA,,NDC,16329,2012,TECHIMAN NORTH,P
HENRY LARTEY,,GCPP,122,2012,TECHIMAN NORTH,P
NANA AKUFO-ADDO,,NPP,13944,2012,TECHIMAN NORTH,P
PAA KWESI NDUOM,,PPP,113,2012,TECHIMAN NORTH,P
AKWASI ADAE,,UFP,19,2012,TECHIMAN NORTH,P
HASSAN AYARIGA,,PNC,29,2012,TECHIMAN NORTH,P
ABU SAKARA,,CPP,41,2012,TECHIMAN NORTH,P
JACOB OSEI YEBOAH,,IND,19,2012,TECHIMAN NORTH,P
ALEX KYEREMEH,,NDC,16537,2012,TECHIMAN NORTH,M
PROF. CHRISTOPHER AMEYAW AKUMFI,,NPP,13727,2012,TECHIMAN NORTH,M
AGARTHA AMPOMAA,,CPP,337,2012,TECHIMAN NORTH,M
KWAKYE KOFI,,PPP,155,2012,TECHIMAN NORTH,M
AGYEMANG BADU OPAMBOUR,,NDP,120,2012,TECHIMAN NORTH,M
JOHN MAHAMA,,NDC,42133,2012,TECHIMAN SOUTH,P
HENRY LARTEY,,GCPP,205,2012,TECHIMAN SOUTH,P
NANA AKUFO-ADDO,,NPP,32741,2012,TECHIMAN SOUTH,P
PAA KWESI NDUOM,,PPP,312,2012,TECHIMAN SOUTH,P
AKWASI ADAE,,UFP,47,2012,TECHIMAN SOUTH,P
HASSAN AYARIGA,,PNC,72,2012,TECHIMAN SOUTH,P
ABU SAKARA,,CPP,64,2012,TECHIMAN SOUTH,P
JACOB OSEI YEBOAH,,IND,41,2012,TECHIMAN SOUTH,P
ADJEI MENSAH,,NDC,41430,2012,TECHIMAN SOUTH,M
DONYINA YAW PRINCE,,NPP,33658,2012,TECHIMAN SOUTH,M
DUBIK JOSEPH,,PPP,480,2012,TECHIMAN SOUTH,M
BOHYEBA OKYEAME FREMPA TAATUO,,CPP,236,2012,TECHIMAN SOUTH,M
ADJEI ANTHONY,,NDP,86,2012,TECHIMAN SOUTH,M
JOHN MAHAMA,,NDC,20404,2012,WENCHI,P
HENRY LARTEY,,GCPP,228,2012,WENCHI,P
NANA AKUFO-ADDO,,NPP,19692,2012,WENCHI,P
PAA KWESI NDUOM,,PPP,184,2012,WENCHI,P
AKWASI ADAE,,UFP,31,2012,WENCHI,P
HASSAN AYARIGA,,PNC,53,2012,WENCHI,P
ABU SAKARA,,CPP,57,2012,WENCHI,P
JACOB OSEI YEBOAH,,IND,66,2012,WENCHI,P
PROF. GEORGE YAW GYAN-BAFFOUR,,NPP,20818,2012,WENCHI,M
YAW OSEI ADJEI,,NDC,18660,2012,WENCHI,M
EBENEZER GYIMAH KOOMSON,,PPP,1228,2012,WENCHI,M
GYAN AKASAMPAH KOJO STEVE JACOB,,NDP,251,2012,WENCHI,M
