KWASI AGYEMANG O.,CPP,,2016,ASANTE AKIM SOUTH,M,
IVOR KWABINA GREENSTREET,CPP,,2016,ASANTE AKIM SOUTH,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ASANTE AKIM SOUTH,P,
JOHN DRAMANI MAHAMA,NDC,,2016,ASANTE AKIM SOUTH,P,
PAPA KWASI NDOUM,PPP,,2016,ASANTE AKIM SOUTH,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ASANTE AKIM SOUTH,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,ASANTE AKIM SOUTH,P,
JOSEPH OSEI YEBOAH,IND,,2016,ASANTE AKIM SOUTH,P,
DENTEH GODWIN YAW,PPP,,2016,ASANTE AKIM CENTRAL,M,
NANA ASANTE YAMOAH AFRIFA,NDC,,2016,ASANTE AKIM CENTRAL,M,
KWAME ANYIMADU-ANTWI,NPP,,2016,ASANTE AKIM CENTRAL,M,
OFOSU PATRICK,CPP,,2016,ASANTE AKIM CENTRAL,M,
IVOR KWABINA GREENSTREET,CPP,,2016,ASANTE AKIM CENTRAL,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ASANTE AKIM CENTRAL,P,
JOHN DRAMANI MAHAMA,NDC,,2016,ASANTE AKIM CENTRAL,P,
PAPA KWASI NDOUM,PPP,,2016,ASANTE AKIM CENTRAL,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ASANTE AKIM CENTRAL,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,ASANTE AKIM CENTRAL,P,
JOSEPH OSEI YEBOAH,IND,,2016,ASANTE AKIM CENTRAL,P,
MARY AWUSI,NDC,,2016,ASANTE AKIM NORTH,M,
ANDY KWAME APPIAH-KUBI,NPP,,2016,ASANTE AKIM NORTH,M,
ERNEST KOFI OWUSU-BEMPAH,NDP,,2016,ASANTE AKIM NORTH,M,
EMMANUEL IDDRISU ADAMA,CPP,,2016,ASANTE AKIM NORTH,M,
SAMUEL ANYANG-KUSI,IND,,2016,ASANTE AKIM NORTH,M,
IVOR KWABINA GREENSTREET,CPP,,2016,ASANTE AKIM NORTH,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ASANTE AKIM NORTH,P,
JOHN DRAMANI MAHAMA,NDC,,2016,ASANTE AKIM NORTH,P,
PAPA KWASI NDOUM,PPP,,2016,ASANTE AKIM NORTH,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ASANTE AKIM NORTH,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,ASANTE AKIM NORTH,P,
JOSEPH OSEI YEBOAH,IND,,2016,ASANTE AKIM NORTH,P,
KOFI LEE,GCPP,,2016,Effiduase Asokore,M,
KWASI OWUSU PREMPEH,NDC,,2016,Effiduase Asokore,M,
NANA AYEW AFRIYE,NPP,,2016,Effiduase Asokore,M,
MILLICENT OSEI,CPP,,2016,Effiduase Asokore,M,
LOVIA BERKO,PNC,,2016,Effiduase Asokore,M,
IVOR KWABINA GREENSTREET,CPP,,2016,Effiduase Asokore,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,Effiduase Asokore,P,
JOHN DRAMANI MAHAMA,NDC,,2016,Effiduase Asokore,P,
PAPA KWASI NDOUM,PPP,,2016,Effiduase Asokore,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,Effiduase Asokore,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,Effiduase Asokore,P,
JOSEPH OSEI YEBOAH,IND,,2016,Effiduase Asokore,P,
EMMANUEL WILLIAM AMOAKO,NDC,,2016,KUMAWU,M,
PHILIP BASOAH,NPP,,2016,KUMAWU,M,
OPOKU KYEI CLIFFORD,CPP,,2016,KUMAWU,M,
IVOR KWABINA GREENSTREET,CPP,,2016,KUMAWU,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,KUMAWU,P,
JOHN DRAMANI MAHAMA,NDC,,2016,KUMAWU,P,
PAPA KWASI NDOUM,PPP,,2016,KUMAWU,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,KUMAWU,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,KUMAWU,P,
JOSEPH OSEI YEBOAH,IND,,2016,KUMAWU,P,
PETER MARFO,GCPP,,2016,Sekyere Afram,M,
ALEX ADOMAKO-MENSAH,NDC,,2016,Sekyere Afram,M,
JOSEPH OWUSU,NPP,,2016,Sekyere Afram,M,
IVOR KWABINA GREENSTREET,CPP,,2016,Sekyere Afram,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,Sekyere Afram,P,
JOHN DRAMANI MAHAMA,NDC,,2016,Sekyere Afram,P,
PAPA KWASI NDOUM,PPP,,2016,Sekyere Afram,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,Sekyere Afram,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,Sekyere Afram,P,
JOSEPH OSEI YEBOAH,IND,,2016,Sekyere Afram,P,
EBENEZER AKUOKO FRIMPONG,NDC,,2016,NSUTA/KWAMANG/BEPOSO,M,
KWAME ASAFU-ADJEI,NPP,,2016,NSUTA/KWAMANG/BEPOSO,M,
OKYERE NTI SAMUEL,CPP,,2016,NSUTA/KWAMANG/BEPOSO,M,
KWABENA SARPONG-KUMANKAMAH,PNC,,2016,NSUTA/KWAMANG/BEPOSO,M,
YAW ADU GYIMAH,IND,,2016,NSUTA/KWAMANG/BEPOSO,M,
IVOR KWABINA GREENSTREET,CPP,,2016,NSUTA/KWAMANG/BEPOSO,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,NSUTA/KWAMANG/BEPOSO,P,
JOHN DRAMANI MAHAMA,NDC,,2016,NSUTA/KWAMANG/BEPOSO,P,
PAPA KWASI NDOUM,PPP,,2016,NSUTA/KWAMANG/BEPOSO,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,NSUTA/KWAMANG/BEPOSO,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,NSUTA/KWAMANG/BEPOSO,P,
JOSEPH OSEI YEBOAH,IND,,2016,NSUTA/KWAMANG/BEPOSO,P,
AKUOKO RICHMOND,GCPP,,2016,MAMPONG,M,
REBECCA OTUM,PPP,,2016,MAMPONG,M,
MOHAMMED KOJO ABOASU,NDC,,2016,MAMPONG,M,
KWAKU AMPRATWUM SARPONG,NPP,,2016,MAMPONG,M,
OSEI KOFI EDWARD ADEPA,UFP,,2016,MAMPONG,M,
CHRISTOPHER ADANSI BONA,CPP,,2016,MAMPONG,M,
AHMED IBRAHIM SALEH,PNC,,2016,MAMPONG,M,
IVOR KWABINA GREENSTREET,CPP,,2016,MAMPONG,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,MAMPONG,P,
JOHN DRAMANI MAHAMA,NDC,,2016,MAMPONG,P,
PAPA KWASI NDOUM,PPP,,2016,MAMPONG,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,MAMPONG,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,MAMPONG,P,
JOSEPH OSEI YEBOAH,IND,,2016,MAMPONG,P,
MUHAMMAD BAWAH BRAIMAH,NDC,,2016,EJURA SEKYEDUMASE,M,
MOHAMMED SALIFU BAMBA,NPP,,2016,EJURA SEKYEDUMASE,M,
ABDALLAI MAHAMAN SANI,CPP,,2016,EJURA SEKYEDUMASE,M,
LAARI SAMUEL,PNC,,2016,EJURA SEKYEDUMASE,M,
IVOR KWABINA GREENSTREET,CPP,,2016,EJURA SEKYEDUMASE,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,EJURA SEKYEDUMASE,P,
JOHN DRAMANI MAHAMA,NDC,,2016,EJURA SEKYEDUMASE,P,
PAPA KWASI NDOUM,PPP,,2016,EJURA SEKYEDUMASE,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,EJURA SEKYEDUMASE,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,EJURA SEKYEDUMASE,P,
JOSEPH OSEI YEBOAH,IND,,2016,EJURA SEKYEDUMASE,P,
AWUDU SALIM,NDC,,2016,Afigya Sekyere East,M,
NKANSAH-BOADU MAVIS,NPP,,2016,Afigya Sekyere East,M,
IVOR KWABINA GREENSTREET,CPP,,2016,Afigya Sekyere East,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,Afigya Sekyere East,P,
JOHN DRAMANI MAHAMA,NDC,,2016,Afigya Sekyere East,P,
PAPA KWASI NDOUM,PPP,,2016,Afigya Sekyere East,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,Afigya Sekyere East,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,Afigya Sekyere East,P,
JOSEPH OSEI YEBOAH,IND,,2016,Afigya Sekyere East,P,
KWADWO AMOATENG,PPP,,2016,OFFINSO SOUTH,M,
JULIA ANOHENE,NDC,,2016,OFFINSO SOUTH,M,
BEN ABDALLAH BANDA,NPP,,2016,OFFINSO SOUTH,M,
GRACE DONYERE,CPP,,2016,OFFINSO SOUTH,M,
JOHN AKWASI AMPONSAH,IND,,2016,OFFINSO SOUTH,M,
IVOR KWABINA GREENSTREET,CPP,,2016,OFFINSO SOUTH,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,OFFINSO SOUTH,P,
JOHN DRAMANI MAHAMA,NDC,,2016,OFFINSO SOUTH,P,
PAPA KWASI NDOUM,PPP,,2016,OFFINSO SOUTH,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,OFFINSO SOUTH,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,OFFINSO SOUTH,P,
JOSEPH OSEI YEBOAH,IND,,2016,OFFINSO SOUTH,P,
SAMUEL KOJO APPIAH-KUBI,NDC,,2016,OFFINSO NORTH,M,
NTIM AUGUSTINE COLLINS ,NPP,,2016,OFFINSO NORTH,M,
BOATENG JAMES KWAKU,CPP,,2016,OFFINSO NORTH,M,
ABDUL NASIR DINI,PNC,,2016,OFFINSO NORTH,M,
IVOR KWABINA GREENSTREET,CPP,,2016,OFFINSO NORTH,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,OFFINSO NORTH,P,
JOHN DRAMANI MAHAMA,NDC,,2016,OFFINSO NORTH,P,
PAPA KWASI NDOUM,PPP,,2016,OFFINSO NORTH,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,OFFINSO NORTH,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,OFFINSO NORTH,P,
JOSEPH OSEI YEBOAH,IND,,2016,OFFINSO NORTH,P,
PAUL AGYEMAN - BIOH,PPP,,2016,AHAFO ANO SOUTH WEST,M,
JOSEPH DONKOR,NDC,,2016,AHAFO ANO SOUTH WEST,M,
JOHNSON KWAKU ADU,NPP,,2016,AHAFO ANO SOUTH WEST,M,
PHILEMON OPPONG,UFP,,2016,AHAFO ANO SOUTH WEST,M,
SARFO ADAM,CPP,,2016,AHAFO ANO SOUTH WEST,M,
IVOR KWABINA GREENSTREET,CPP,,2016,AHAFO ANO SOUTH WEST,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,AHAFO ANO SOUTH WEST,P,
JOHN DRAMANI MAHAMA,NDC,,2016,AHAFO ANO SOUTH WEST,P,
PAPA KWASI NDOUM,PPP,,2016,AHAFO ANO SOUTH WEST,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,AHAFO ANO SOUTH WEST,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,AHAFO ANO SOUTH WEST,P,
JOSEPH OSEI YEBOAH,IND,,2016,AHAFO ANO SOUTH WEST,P,
CHRIS BOADI-MENSAH,NDC,,2016,AHAFO ANO SOUTH EAST,M,
FRANCIS MANU-ADABOR,NPP,,2016,AHAFO ANO SOUTH EAST,M,
AWINI ZECHARIAH,CPP,,2016,AHAFO ANO SOUTH EAST,M,
IVOR KWABINA GREENSTREET,CPP,,2016,AHAFO ANO SOUTH EAST,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,AHAFO ANO SOUTH EAST,P,
JOHN DRAMANI MAHAMA,NDC,,2016,AHAFO ANO SOUTH EAST,P,
PAPA KWASI NDOUM,PPP,,2016,AHAFO ANO SOUTH EAST,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,AHAFO ANO SOUTH EAST,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,AHAFO ANO SOUTH EAST,P,
JOSEPH OSEI YEBOAH,IND,,2016,AHAFO ANO SOUTH EAST,P,
KYEI DANIEL,PPP,,2016,AHAFO ANO NORTH,M,
ADUSEI KWASI,NDC,,2016,AHAFO ANO NORTH,M,
SANID ADAMU SULEMAN,NPP,,2016,AHAFO ANO NORTH,M,
ABEKU YAWSON,CPP,,2016,AHAFO ANO NORTH,M,
BRIGHT OPPONG,IND,,2016,AHAFO ANO NORTH,M,
IVOR KWABINA GREENSTREET,CPP,,2016,AHAFO ANO NORTH,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,AHAFO ANO NORTH,P,
JOHN DRAMANI MAHAMA,NDC,,2016,AHAFO ANO NORTH,P,
PAPA KWASI NDOUM,PPP,,2016,AHAFO ANO NORTH,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,AHAFO ANO NORTH,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,AHAFO ANO NORTH,P,
JOSEPH OSEI YEBOAH,IND,,2016,AHAFO ANO NORTH,P,
MUSAH ABDULAI,PPP,,2016,ASUNAFO SOUTH,M
ERIC OPOKU,NDC,,2016,ASUNAFO SOUTH,M
BOAKYE GEORGE,NPP,,2016,ASUNAFO SOUTH,M
BRIGHT OPPONG,CPP,,2016,ASUNAFO SOUTH,M
ASAMOAH AGYEMANG,PNC,,2016,ASUNAFO SOUTH,M
IVOR KWABINA GREENSTREET,CPP,,2016,ASUNAFO SOUTH,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ASUNAFO SOUTH,P
JOHN DRAMANI MAHAMA,NDC,,2016,ASUNAFO SOUTH,P
PAPA KWASI NDOUM,PPP,,2016,ASUNAFO SOUTH,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ASUNAFO SOUTH,P
EDWARD NASIGRI MAHAMA,PNC,,2016,ASUNAFO SOUTH,P
JOSEPH OSEI YEBOAH,IND,,2016,ASUNAFO SOUTH,P
SETH ADOMAKO,PPP,,2016,ASUNAFO NORTH,M
MOHAMMED KWAKU DOKU,NDC,,2016,ASUNAFO NORTH,M
EVANS OPOKU BOBIE,NPP,,2016,ASUNAFO NORTH,M
STELLA OPOKU MENSAH,CPP,,2016,ASUNAFO NORTH,M
IVOR KWABINA GREENSTREET,CPP,,2016,ASUNAFO NORTH,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ASUNAFO NORTH,P
JOHN DRAMANI MAHAMA,NDC,,2016,ASUNAFO NORTH,P
PAPA KWASI NDOUM,PPP,,2016,ASUNAFO NORTH,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ASUNAFO NORTH,P
EDWARD NASIGRI MAHAMA,PNC,,2016,ASUNAFO NORTH,P
JOSEPH OSEI YEBOAH,IND,,2016,ASUNAFO NORTH,P
ALHAJI  COLLINS DAUDA,NDC,,2016,ASUTIFI SOUTH,M
MRS. CECILIA GYAN AMOAH,NPP,,2016,ASUTIFI SOUTH,M
DANKWAH KOFI RICHMOND,CPP,,2016,ASUTIFI SOUTH,M
ADU SAMUEL KENT,PNC,,2016,ASUTIFI SOUTH,M
IVOR KWABINA GREENSTREET,CPP,,2016,ASUTIFI SOUTH,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ASUTIFI SOUTH,P
JOHN DRAMANI MAHAMA,NDC,,2016,ASUTIFI SOUTH,P
PAPA KWASI NDOUM,PPP,,2016,ASUTIFI SOUTH,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ASUTIFI SOUTH,P
EDWARD NASIGRI MAHAMA,PNC,,2016,ASUTIFI SOUTH,P
JOSEPH OSEI YEBOAH,IND,,2016,ASUTIFI SOUTH,P
ERIC ADDAE,NDC,,2016,ASUTIFI NORTH,M
BENHAZIN JOSEPH DAHAH,NPP,,2016,ASUTIFI NORTH,M
NANA APPIAH GYEKYE,CPP,,2016,ASUTIFI NORTH,M
IVOR KWABINA GREENSTREET,CPP,,2016,ASUTIFI NORTH,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ASUTIFI NORTH,P
JOHN DRAMANI MAHAMA,NDC,,2016,ASUTIFI NORTH,P
PAPA KWASI NDOUM,PPP,,2016,ASUTIFI NORTH,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ASUTIFI NORTH,P
EDWARD NASIGRI MAHAMA,PNC,,2016,ASUTIFI NORTH,P
JOSEPH OSEI YEBOAH,IND,,2016,ASUTIFI NORTH,P
TIMOTHY ANABILA,PPP,,2016,TANO SOUTH,M
HON. DR. HANNA LOUISA BISIW,NDC,,2016,TANO SOUTH,M
BENJAMIN YEBOAH SEKYERE,NPP,,2016,TANO SOUTH,M
ADDAI MUNUMKUM,CPP,,2016,TANO SOUTH,M
IVOR KWABINA GREENSTREET,CPP,,2016,TANO SOUTH,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,TANO SOUTH,P
JOHN DRAMANI MAHAMA,NDC,,2016,TANO SOUTH,P
PAPA KWASI NDOUM,PPP,,2016,TANO SOUTH,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,TANO SOUTH,P
EDWARD NASIGRI MAHAMA,PNC,,2016,TANO SOUTH,P
JOSEPH OSEI YEBOAH,IND,,2016,TANO SOUTH,P
ASANTE MARK,PPP,,2016,TANO NORTH,M
APRAKU LARTEY,NDC,,2016,TANO NORTH,M
FREDA PREMPEH,NPP,,2016,TANO NORTH,M
ERIC OBENG-ADJEI,CPP,,2016,TANO NORTH,M
IVOR KWABINA GREENSTREET,CPP,,2016,TANO NORTH,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,TANO NORTH,P
JOHN DRAMANI MAHAMA,NDC,,2016,TANO NORTH,P
PAPA KWASI NDOUM,PPP,,2016,TANO NORTH,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,TANO NORTH,P
EDWARD NASIGRI MAHAMA,PNC,,2016,TANO NORTH,P
JOSEPH OSEI YEBOAH,IND,,2016,TANO NORTH,P
VIVIAN KAKIE TETTEH,PPP,,2016,SUNYANI EAST,M
KWASI OPPONG ABABIO,NDC,,2016,SUNYANI EAST,M
KWASI AMEYAW-CHEREMEH,NPP,,2016,SUNYANI EAST,M
BARBIES GHANDI ISSAH,APC,,2016,SUNYANI EAST,M
TITUS ESHUN,CPP,,2016,SUNYANI EAST,M
ALANYINA SAMPANA SAMPSON,PNC,,2016,SUNYANI EAST,M
GEORGE KUMI,IND,,2016,SUNYANI EAST,M
IVOR KWABINA GREENSTREET,CPP,,2016,SUNYANI EAST,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,SUNYANI EAST,P
JOHN DRAMANI MAHAMA,NDC,,2016,SUNYANI EAST,P
PAPA KWASI NDOUM,PPP,,2016,SUNYANI EAST,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,SUNYANI EAST,P
EDWARD NASIGRI MAHAMA,PNC,,2016,SUNYANI EAST,P
JOSEPH OSEI YEBOAH,IND,,2016,SUNYANI EAST,P
JUSTICE SAMUEL ADJEI,NDC,,2016,SUNYANI WEST,M
IGNATIUS BAFFOUR AWUAH,NPP,,2016,SUNYANI WEST,M
BAAH FRED,CPP,,2016,SUNYANI WEST,M
ADONGO MATILDA,PNC,,2016,SUNYANI WEST,M
IVOR KWABINA GREENSTREET,CPP,,2016,SUNYANI WEST,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,SUNYANI WEST,P
JOHN DRAMANI MAHAMA,NDC,,2016,SUNYANI WEST,P
PAPA KWASI NDOUM,PPP,,2016,SUNYANI WEST,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,SUNYANI WEST,P
EDWARD NASIGRI MAHAMA,PNC,,2016,SUNYANI WEST,P
JOSEPH OSEI YEBOAH,IND,,2016,SUNYANI WEST,P
VINCENT OPPONG ASAMOAH,NDC,,2016,DORMAA WEST,M
ALI MAIGA HALIDU,NPP,,2016,DORMAA WEST,M
IVOR KWABINA GREENSTREET,CPP,,2016,DORMAA WEST,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,DORMAA WEST,P
JOHN DRAMANI MAHAMA,NDC,,2016,DORMAA WEST,P
PAPA KWASI NDOUM,PPP,,2016,DORMAA WEST,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,DORMAA WEST,P
EDWARD NASIGRI MAHAMA,PNC,,2016,DORMAA WEST,P
JOSEPH OSEI YEBOAH,IND,,2016,DORMAA WEST,P
SAMUEL KOFI OKRAH,PPP,,2016,DORMAA CENTRAL,M
JOHN KWAME  ADU JACK,NDC,,2016,DORMAA CENTRAL,M
KWAKU AGYEMAN-MANU,NPP,,2016,DORMAA CENTRAL,M
KUMAH YEBOAH  ASUAMAH,CPP,,2016,DORMAA CENTRAL,M
OTENG ADJEI  KWAME,PNC,,2016,DORMAA CENTRAL,M
IVOR KWABINA GREENSTREET,CPP,,2016,DORMAA CENTRAL,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,DORMAA CENTRAL,P
JOHN DRAMANI MAHAMA,NDC,,2016,DORMAA CENTRAL,P
PAPA KWASI NDOUM,PPP,,2016,DORMAA CENTRAL,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,DORMAA CENTRAL,P
EDWARD NASIGRI MAHAMA,PNC,,2016,DORMAA CENTRAL,P
JOSEPH OSEI YEBOAH,IND,,2016,DORMAA CENTRAL,P
AMEYAW FRANK,PPP,,2016,DORMAA EAST,M
FRANK KUMI,NDC,,2016,DORMAA EAST,M
WILLIAM KWASI SABI,NPP,,2016,DORMAA EAST,M
OSEI BISMARK,CPP,,2016,DORMAA EAST,M
IVOR KWABINA GREENSTREET,CPP,,2016,DORMAA EAST,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,DORMAA EAST,P
JOHN DRAMANI MAHAMA,NDC,,2016,DORMAA EAST,P
PAPA KWASI NDOUM,PPP,,2016,DORMAA EAST,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,DORMAA EAST,P
EDWARD NASIGRI MAHAMA,PNC,,2016,DORMAA EAST,P
JOSEPH OSEI YEBOAH,IND,,2016,DORMAA EAST,P
ERIC NANA AMPONSAH,PPP,,2016,BEREKUM EAST,M
OPOKU BOAKYE-YIADOM,NDC,,2016,BEREKUM EAST,M
KWABENA TWUM-NUAMAH,NPP,,2016,BEREKUM EAST,M
SALIFU ALI  DAYINDAY,CPP,,2016,BEREKUM EAST,M
ABIGAIL BAIFI,PNC,,2016,BEREKUM EAST,M
IVOR KWABINA GREENSTREET,CPP,,2016,BEREKUM EAST,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,BEREKUM EAST,P
JOHN DRAMANI MAHAMA,NDC,,2016,BEREKUM EAST,P
PAPA KWASI NDOUM,PPP,,2016,BEREKUM EAST,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,BEREKUM EAST,P
EDWARD NASIGRI MAHAMA,PNC,,2016,BEREKUM EAST,P
JOSEPH OSEI YEBOAH,IND,,2016,BEREKUM EAST,P
SOLOMON KWADWO AMPONSAH,PPP,,2016,BEREKUM WEST,M
DICKSON KYERE-DUAH,NDC,,2016,BEREKUM WEST,M
KWAKU AGYENIM-BOATENG,NPP,,2016,BEREKUM WEST,M
IVOR KWABINA GREENSTREET,CPP,,2016,BEREKUM WEST,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,BEREKUM WEST,P
JOHN DRAMANI MAHAMA,NDC,,2016,BEREKUM WEST,P
PAPA KWASI NDOUM,PPP,,2016,BEREKUM WEST,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,BEREKUM WEST,P
EDWARD NASIGRI MAHAMA,PNC,,2016,BEREKUM WEST,P
JOSEPH OSEI YEBOAH,IND,,2016,BEREKUM WEST,P
DAVID AWUPORI VUGUSEH,PPP,,2016,JAMAN SOUTH,M
KOJO BOAKYE DJAN,NDC,,2016,JAMAN SOUTH,M
AFFUL YAW,NPP,,2016,JAMAN SOUTH,M
JOYCE ASARE BEDIAKO,NDP,,2016,JAMAN SOUTH,M
OSEI KYEREME EMMANUEL,CPP,,2016,JAMAN SOUTH,M
ADDAI DANIEL,PNC,,2016,JAMAN SOUTH,M
IVOR KWABINA GREENSTREET,CPP,,2016,JAMAN SOUTH,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,JAMAN SOUTH,P
JOHN DRAMANI MAHAMA,NDC,,2016,JAMAN SOUTH,P
PAPA KWASI NDOUM,PPP,,2016,JAMAN SOUTH,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,JAMAN SOUTH,P
EDWARD NASIGRI MAHAMA,PNC,,2016,JAMAN SOUTH,P
JOSEPH OSEI YEBOAH,IND,,2016,JAMAN SOUTH,P
NSOAH JOSEPH,PPP,,2016,JAMAN NORTH,M
AHENKWAH YAW FREDERICK,NDC,,2016,JAMAN NORTH,M
SIAKA STEVENS,NPP,,2016,JAMAN NORTH,M
SAMMOR-DUAH EMMANUEL,CPP,,2016,JAMAN NORTH,M
IVOR KWABINA GREENSTREET,CPP,,2016,JAMAN NORTH,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,JAMAN NORTH,P
JOHN DRAMANI MAHAMA,NDC,,2016,JAMAN NORTH,P
PAPA KWASI NDOUM,PPP,,2016,JAMAN NORTH,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,JAMAN NORTH,P
EDWARD NASIGRI MAHAMA,PNC,,2016,JAMAN NORTH,P
JOSEPH OSEI YEBOAH,IND,,2016,JAMAN NORTH,P
AHMED IBRAHIM,NDC,,2016,BANDA ,M
JEO DANQUAH,NPP,,2016,BANDA ,M
YEBOAH ABBREY,NDP,,2016,BANDA ,M
OBIMPEH KWAME,CPP,,2016,BANDA ,M
IVOR KWABINA GREENSTREET,CPP,,2016,BANDA ,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,BANDA ,P
JOHN DRAMANI MAHAMA,NDC,,2016,BANDA ,P
PAPA KWASI NDOUM,PPP,,2016,BANDA ,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,BANDA ,P
EDWARD NASIGRI MAHAMA,PNC,,2016,BANDA ,P
JOSEPH OSEI YEBOAH,IND,,2016,BANDA ,P
BEKOE PAUL,PPP,,2016,TAIN,M
KWASI AGYEMANG GYAN-TUTU,NDC,,2016,TAIN,M
GABRIEL OSEI ,NPP,,2016,TAIN,M
JONES TANNOR,NDP,,2016,TAIN,M
ADJEIWAA RITA,CPP,,2016,TAIN,M
IVOR KWABINA GREENSTREET,CPP,,2016,TAIN,P
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,TAIN,P
JOHN DRAMANI MAHAMA,NDC,,2016,TAIN,P
PAPA KWASI NDOUM,PPP,,2016,TAIN,P
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,TAIN,P
EDWARD NASIGRI MAHAMA,PNC,,2016,TAIN,P
JOSEPH OSEI YEBOAH,IND,,2016,TAIN,P
IBRAHIM MUSAH,PPP,,2016,WENCHI,M
OSEI HAYFORD KWADWO,NDC,,2016,WENCHI,M
PROF GEORGE GYAN-BAFFOUR,NPP,,2016,WENCHI,M
