JOSEPH OSEI YEBOAH,IND,,2016,Adansi-Asokwa,P,
PATRICK ABOAGYE DANYANSAH,PPP,,2016,OBUASI EAST,M,
RICHARD OFORI-AGYEMAN BOADI,NDC,,2016,OBUASI EAST,M,
PATRICK BOAKYE-YIADOM,NPP,,2016,OBUASI EAST,M,
EMMANUEL ODURO FOSU,CPP,,2016,OBUASI EAST,M,
SHAIBU FUSEINI,PNC,,2016,OBUASI EAST,M,
IVOR KWABINA GREENSTREET,CPP,,2016,OBUASI EAST,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,OBUASI EAST,P,
JOHN DRAMANI MAHAMA,NDC,,2016,OBUASI EAST,P,
PAPA KWASI NDOUM,PPP,,2016,OBUASI EAST,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,OBUASI EAST,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,OBUASI EAST,P,
JOSEPH OSEI YEBOAH,IND,,2016,OBUASI EAST,P,
ADDAE CLEMENT,GCPP,,2016,OBUASI WEST,M,
AFUA ANSAA ASIEDU,PPP,,2016,OBUASI WEST,M,
JOHN ALEXANDER ACKON,NDC,,2016,OBUASI WEST,M,
KWAKU AGYEMAN KWARTENG,NPP,,2016,OBUASI WEST,M,
BANDOH DABIE KWAME,CPP,,2016,OBUASI WEST,M,
MOHAMMED ISSIFU,PNC,,2016,OBUASI WEST,M,
IVOR KWABINA GREENSTREET,CPP,,2016,OBUASI WEST,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,OBUASI WEST,P,
JOHN DRAMANI MAHAMA,NDC,,2016,OBUASI WEST,P,
PAPA KWASI NDOUM,PPP,,2016,OBUASI WEST,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,OBUASI WEST,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,OBUASI WEST,P,
JOSEPH OSEI YEBOAH,IND,,2016,OBUASI WEST,P,
JUANTUAH MARY,NDC,,2016,BEKWAI,M,
JOSEPH OSEI - OWUSU,NPP,,2016,BEKWAI,M,
BOATENG ERASMUS,APC,,2016,BEKWAI,M,
ERIC KARIKARI,CPP,,2016,BEKWAI,M,
IVOR KWABINA GREENSTREET,CPP,,2016,BEKWAI,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,BEKWAI,P,
JOHN DRAMANI MAHAMA,NDC,,2016,BEKWAI,P,
PAPA KWASI NDOUM,PPP,,2016,BEKWAI,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,BEKWAI,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,BEKWAI,P,
JOSEPH OSEI YEBOAH,IND,,2016,BEKWAI,P,
BRIGHT BAFFOUR ASARE,PPP,,2016,Bosome-Freho,M,
KWAME ADARKWAH,NDC,,2016,Bosome-Freho,M,
JOYCE ADWOA AKOH DEI,NPP,,2016,Bosome-Freho,M,
YEBOAH SAMUEL,CPP,,2016,Bosome-Freho,M,
NANA YAW OFORI-KURAGU,IND,,2016,Bosome-Freho,M,
IVOR KWABINA GREENSTREET,CPP,,2016,Bosome-Freho,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,Bosome-Freho,P,
JOHN DRAMANI MAHAMA,NDC,,2016,Bosome-Freho,P,
PAPA KWASI NDOUM,PPP,,2016,Bosome-Freho,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,Bosome-Freho,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,Bosome-Freho,P,
JOSEPH OSEI YEBOAH,IND,,2016,Bosome-Freho,P,
OWUSU FRANCIS,PPP,,2016,ODOTOBRI,M,
DEDE APPIAH EMMANUEL,NDC,,2016,ODOTOBRI,M,
EMMANUEL AKWASI GYAMFI,NPP,,2016,ODOTOBRI,M,
MINKAH PRINCE,CPP,,2016,ODOTOBRI,M,
ANTHONY DANSO-APPIAH,IND,,2016,ODOTOBRI,M,
ABRAHAM ANOKYE,IND2,,2016,ODOTOBRI,M,
IVOR KWABINA GREENSTREET,CPP,,2016,ODOTOBRI,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ODOTOBRI,P,
JOHN DRAMANI MAHAMA,NDC,,2016,ODOTOBRI,P,
PAPA KWASI NDOUM,PPP,,2016,ODOTOBRI,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ODOTOBRI,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,ODOTOBRI,P,
JOSEPH OSEI YEBOAH,IND,,2016,ODOTOBRI,P,
FOSUAAH RITA,GCPP,,2016,MANSO NKWANTA,M,
OSEI  COFFEE  ISAAC,PPP,,2016,MANSO NKWANTA,M,
ALEX KWAME BONSU, NDC,,2016,MANSO NKWANTA,M,
JOSEPH ALBERT QUARM,NPP,,2016,MANSO NKWANTA,M,
OSEI  MICHEAL,UFP,,2016,MANSO NKWANTA,M,
NYARKO VERONICA,PNC,,2016,MANSO NKWANTA,M,
AFRANIE MICHEAL,IND,,2016,MANSO NKWANTA,M,
IVOR KWABINA GREENSTREET,CPP,,2016,MANSO NKWANTA,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,MANSO NKWANTA,P,
JOHN DRAMANI MAHAMA,NDC,,2016,MANSO NKWANTA,P,
PAPA KWASI NDOUM,PPP,,2016,MANSO NKWANTA,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,MANSO NKWANTA,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,MANSO NKWANTA,P,
JOSEPH OSEI YEBOAH,IND,,2016,MANSO NKWANTA,P,
ISAAC  BRONYA,PPP,,2016,MANSO ADUBIA,M,
MARFO BENJAMIN,NDC,,2016,MANSO ADUBIA,M,
YAW  FRIMPONG  ADDO,NPP,,2016,MANSO ADUBIA,M,
ADOM  SELINA,PNC,,2016,MANSO ADUBIA,M,
IVOR KWABINA GREENSTREET,CPP,,2016,MANSO ADUBIA,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,MANSO ADUBIA,P,
JOHN DRAMANI MAHAMA,NDC,,2016,MANSO ADUBIA,P,
PAPA KWASI NDOUM,PPP,,2016,MANSO ADUBIA,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,MANSO ADUBIA,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,MANSO ADUBIA,P,
JOSEPH OSEI YEBOAH,IND,,2016,MANSO ADUBIA,P,
NANA ASARE BEDIAKO,NDC,,2016,ATWIMA NWABIAGYA SOUTH,M,
EMMANUEL AGYIE ANHWERE,NPP,,2016,ATWIMA NWABIAGYA SOUTH,M,
IVOR KWABINA GREENSTREET,CPP,,2016,ATWIMA NWABIAGYA SOUTH,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ATWIMA NWABIAGYA SOUTH,P,
JOHN DRAMANI MAHAMA,NDC,,2016,ATWIMA NWABIAGYA SOUTH,P,
PAPA KWASI NDOUM,PPP,,2016,ATWIMA NWABIAGYA SOUTH,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ATWIMA NWABIAGYA SOUTH,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,ATWIMA NWABIAGYA SOUTH,P,
JOSEPH OSEI YEBOAH,IND,,,ATWIMA NWABIAGYA SOUTH,P,
DANIEL KWAKU OWUSU,NDC,,2016,ATWIMA NWABIAGYA NORTH,M,
BENITO OWUSU BIO,NPP,,2016,ATWIMA NWABIAGYA NORTH,M,
ESTHER DONKOR,INDP.,,2016,ATWIMA NWABIAGYA NORTH,M,
IVOR KWABINA GREENSTREET,CPP,,2016,ATWIMA NWABIAGYA NORTH,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ATWIMA NWABIAGYA NORTH,P,
JOHN DRAMANI MAHAMA,NDC,,2016,ATWIMA NWABIAGYA NORTH,P,
PAPA KWASI NDOUM,PPP,,2016,ATWIMA NWABIAGYA NORTH,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ATWIMA NWABIAGYA NORTH,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,ATWIMA NWABIAGYA NORTH,P,
JOSEPH OSEI YEBOAH,IND,,2016,ATWIMA NWABIAGYA NORTH,P,
ERIC  NNISON ARTHUR,PPP,,2016,ATWIMA MPONUA,M,
STEPHEN YEBOAH,NDC,,2016,ATWIMA MPONUA,M,
ISAAC KWAME ASIAMAH,NPP,,2016,ATWIMA MPONUA,M,
BRIGHT ASIAMAH,NDP,,2016,ATWIMA MPONUA,M,
IVOR KWABINA GREENSTREET,CPP,,2016,ATWIMA MPONUA,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ATWIMA MPONUA,P,
JOHN DRAMANI MAHAMA,NDC,,2016,ATWIMA MPONUA,P,
PAPA KWASI NDOUM,PPP,,2016,ATWIMA MPONUA,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ATWIMA MPONUA,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,ATWIMA MPONUA,P,
JOSEPH OSEI YEBOAH,IND,,2016,ATWIMA MPONUA,P,
VERONICA ANTWI-ADJEI,NDC,,2016,BOSOMTWE,M,
YAW OSEI ADUTWUM,NPP,,2016,BOSOMTWE,M,
ERIC OSEI BOATENG,CPP,,2016,BOSOMTWE,M,
SULEIMAN MOHAMMED,PNC,,2016,BOSOMTWE,M,
IVOR KWABINA GREENSTREET,CPP,,2016,BOSOMTWE,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,BOSOMTWE,P,
JOHN DRAMANI MAHAMA,NDC,,2016,BOSOMTWE,P,
PAPA KWASI NDOUM,PPP,,2016,BOSOMTWE,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,BOSOMTWE,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,BOSOMTWE,P,
JOSEPH OSEI YEBOAH,IND,,2016,BOSOMTWE,P,
DAVIS ABRAHAM KOFI ASUMAN,PPP,,2016,ATWIMA KWANWOMA,M,
KWABENA NKRUMA,NDC,,2016,ATWIMA KWANWOMA,M,
KOJO APPIAH - KUBI,NPP,,2016,ATWIMA KWANWOMA,M,
JAMES SARFO,CPP,,2016,ATWIMA KWANWOMA,M,
OBIBA JAMES ANNAN,PNC,,2016,ATWIMA KWANWOMA,M,
ERNEST OPOKU,IND,,2016,ATWIMA KWANWOMA,M,
IVOR KWABINA GREENSTREET,CPP,,2016,ATWIMA KWANWOMA,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ATWIMA KWANWOMA,P,
JOHN DRAMANI MAHAMA,NDC,,2016,ATWIMA KWANWOMA,P,
PAPA KWASI NDOUM,PPP,,2016,ATWIMA KWANWOMA,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ATWIMA KWANWOMA,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,ATWIMA KWANWOMA,P,
JOSEPH OSEI YEBOAH,IND,,2016,ATWIMA KWANWOMA,P,
SAMUEL YAW ADUSEI,NDC,,2016,BANTAMA,M,
DANIEL OKYEM ABOAGYE,NPP,,2016,BANTAMA,M,
YAMOAH KYEI BAFFOUR MICHAEL,CPP,,2016,BANTAMA,M,
CYRIL SPIO QUANSAH,PNC,,2016,BANTAMA,M,
IVOR KWABINA GREENSTREET,CPP,,2016,BANTAMA,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,BANTAMA,P,
JOHN DRAMANI MAHAMA,NDC,,2016,BANTAMA,P,
PAPA KWASI NDOUM,PPP,,2016,BANTAMA,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,BANTAMA,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,BANTAMA,P,
JOSEPH OSEI YEBOAH,IND,,2016,BANTAMA,P,
MONICA BAWUAH,NDC,,2016,KWADASO,M,
SAMIU KWADWO NUAMAH,NPP,,2016,KWADASO,M,
KWAME BOATENG ANTWI,CPP,,2016,KWADASO,M,
ADONGO AKWASI DAVID,PNC,,2016,KWADASO,M,
IVOR KWABINA GREENSTREET,CPP,,2016,KWADASO,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,KWADASO,P,
JOHN DRAMANI MAHAMA,NDC,,2016,KWADASO,P,
PAPA KWASI NDOUM,PPP,,2016,KWADASO,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,KWADASO,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,KWADASO,P,
JOSEPH OSEI YEBOAH,IND,,2016,KWADASO,P,
KOFI DEBRA AFRIFA,PPP,,2016,NHYIAESO,M,
SAMUEL SARPONG,NDC,,2016,NHYIAESO,M,
KENNEDY KWASI KANKAM,NPP,,2016,NHYIAESO,M,
SAM-OSEI DAVID,IND,,2016,NHYIAESO,M,
IVOR KWABINA GREENSTREET,CPP,,2016,NHYIAESO,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,NHYIAESO,P,
JOHN DRAMANI MAHAMA,NDC,,2016,NHYIAESO,P,
PAPA KWASI NDOUM,PPP,,2016,NHYIAESO,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,NHYIAESO,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,NHYIAESO,P,
JOSEPH OSEI YEBOAH,IND,,2016,NHYIAESO,P,
BOADU RICHARD,PPP,,2016,MANHYIA SOUTH,M,
SYLVESTER LEWIS KOFIE,NDC,,2016,MANHYIA SOUTH,M,
MATTHEW OPOKU PREMEPEH,NPP,,2016,MANHYIA SOUTH,M,
ASANTE EUGENE,CPP,,2016,MANHYIA SOUTH,M,
IVOR KWABINA GREENSTREET,CPP,,2016,MANHYIA SOUTH,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,MANHYIA SOUTH,P,
JOHN DRAMANI MAHAMA,NDC,,2016,MANHYIA SOUTH,P,
PAPA KWASI NDOUM,PPP,,2016,MANHYIA SOUTH,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,MANHYIA SOUTH,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,MANHYIA SOUTH,P,
JOSEPH OSEI YEBOAH,IND,,2016,MANHYIA SOUTH,P,
ALHASSAN MOHAMMED JAGURI,GCPP,,2016,MANHYIA NORTH,M,
BERTRIN AMPONSAH BIRITWUM,PPP,,2016,MANHYIA NORTH,M,
YAHUZA ABDUL RAHMAN,NDC,,2016,MANHYIA NORTH,M,
COLLINS OWUSU AMANKWAH,NPP,,2016,MANHYIA NORTH,M,
SHEIHU MANGAH,PNC,,2016,MANHYIA NORTH,M,
IVOR KWABINA GREENSTREET,CPP,,2016,MANHYIA NORTH,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,MANHYIA NORTH,P,
JOHN DRAMANI MAHAMA,NDC,,2016,MANHYIA NORTH,P,
PAPA KWASI NDOUM,PPP,,2016,MANHYIA NORTH,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,MANHYIA NORTH,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,MANHYIA NORTH,P,
JOSEPH OSEI YEBOAH,IND,,2016,MANHYIA NORTH,P,
OPPONG KWAKU MICHAEL,GCPP,,2016,OLD TAFO,M,
MEMUNA KABORE ABU-BAKR SADDIQUE,NDC,,2016,OLD TAFO,M,
ANTHONY AKOTO OSEI,NPP,,2016,OLD TAFO,M,
ISSAH ABDUL SALAM,CPP,,2016,OLD TAFO,M,
IVOR KWABINA GREENSTREET,CPP,,2016,OLD TAFO,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,OLD TAFO,P,
JOHN DRAMANI MAHAMA,NDC,,2016,OLD TAFO,P,
PAPA KWASI NDOUM,PPP,,2016,OLD TAFO,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,OLD TAFO,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,OLD TAFO,P,
JOSEPH OSEI YEBOAH,IND,,2016,OLD TAFO,P,
SAEED OSMAN,GCPP,,2016,SUAME,M,
YAW BROGYA GENFI,NDC,,2016,SUAME,M,
OSEI KYEI-MENSAH-BONSU,NPP,,2016,SUAME,M,
MUNIRATU AMADU GARIBA,APC,,2016,SUAME,M,
SULEMAN MOHAMMED,CPP,,2016,SUAME,M,
ADAM MOHAMMED,PNC,,2016,SUAME,M,
IVOR KWABINA GREENSTREET,CPP,,2016,SUAME,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,SUAME,P,
JOHN DRAMANI MAHAMA,NDC,,2016,SUAME,P,
PAPA KWASI NDOUM,PPP,,2016,SUAME,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,SUAME,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,SUAME,P,
JOSEPH OSEI YEBOAH,IND,,2016,SUAME,P,
TEIKO DANIEL,PPP,,2016,SUBIN,M,
OWUSU ABABIO,      NDC,,2016,SUBIN,M,
EUGENE BOAKYE ANTWI ,NPP,,2016,SUBIN,M,
LEONARD KENNETH ERZUAH,CPP,,2016,SUBIN,M,
SULEMANA SEIDU,PNC,,2016,SUBIN,M,
KWABENA OWUSU,IND,,2016,SUBIN,M,
IVOR KWABINA GREENSTREET,CPP,,2016,SUBIN,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,SUBIN,P,
JOHN DRAMANI MAHAMA,NDC,,2016,SUBIN,P,
PAPA KWASI NDOUM,PPP,,2016,SUBIN,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,SUBIN,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,SUBIN,P,
JOSEPH OSEI YEBOAH,IND,,2016,SUBIN,P,
SARAH AMPONSAH-FORJOUR,PPP,,2016,ASOKWA,M,
DORCAS DUFIE OSEI-BOADU,NDC,,2016,ASOKWA,M,
PATRICIA APPIAGYEI ,NPP ,,2016,ASOKWA,M,
PIOUS OWUSU-ANSAH ,CPP,,2016,ASOKWA,M,
IVOR KWABINA GREENSTREET,CPP,,2016,ASOKWA,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ASOKWA,P,
JOHN DRAMANI MAHAMA,NDC,,2016,ASOKWA,P,
PAPA KWASI NDOUM,PPP,,2016,ASOKWA,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ASOKWA,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,ASOKWA,P,
JOSEPH OSEI YEBOAH,IND,,2016,ASOKWA,P,
JONNY OSEI KOFI,NDC,,2016,OFORIKROM,M,
EMMANUEL MARFO ,NPP,,2016,OFORIKROM,M,
SALIFU ZAKARI,CPP,,2016,OFORIKROM,M,
MUNIRU SEIDU MOHAMMED ,PNC,,2016,OFORIKROM,M,
IVOR KWABINA GREENSTREET,CPP,,2016,OFORIKROM,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,OFORIKROM,P,
JOHN DRAMANI MAHAMA,NDC,,2016,OFORIKROM,P,
PAPA KWASI NDOUM,PPP,,2016,OFORIKROM,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,OFORIKROM,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,OFORIKROM,P,
JOSEPH OSEI YEBOAH,IND,,2016,OFORIKROM,P,
ISSAH BABA KOMPO,PPP,,2016,ASAWASE,M,
ALHAJI MOHAMMED-MUBARAK MUNTAKA ,NDC,,2016,ASAWASE,M,
ALHAJI ALIDU SEIDU ,NPP,,2016,ASAWASE,M,
ELIAS MOHAMMED ,CPP,,2016,ASAWASE,M,
IVOR KWABINA GREENSTREET,CPP,,2016,ASAWASE,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,ASAWASE,P,
JOHN DRAMANI MAHAMA,NDC,,2016,ASAWASE,P,
PAPA KWASI NDOUM,PPP,,2016,ASAWASE,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,ASAWASE,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,ASAWASE,P,
JOSEPH OSEI YEBOAH,IND,,2016,ASAWASE,P,
GRACE AFFRAM,PPP,,2016,KWABRE EAST,M,
ADAMS IDDISAH,NDC,,2016,KWABRE EAST,M,
FRANCISCA OTENG MENSAH,NPP,,2016,KWABRE EAST,M,
OSEI BOADU EMMANUEL,CPP,,2016,KWABRE EAST,M,
JAHDILHAQ MOHAMMED MUSTAPHA,PNC,,2016,KWABRE EAST,M,
IVOR KWABINA GREENSTREET,CPP,,2016,KWABRE EAST,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,KWABRE EAST,P,
JOHN DRAMANI MAHAMA,NDC,,2016,KWABRE EAST,P,
PAPA KWASI NDOUM,PPP,,2016,KWABRE EAST,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,KWABRE EAST,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,KWABRE EAST,P,
JOSEPH OSEI YEBOAH,IND,,2016,KWABRE EAST,P,
BROBBEY ISAAC,PPP,,2016,AFIGYA KWABRE SOUTH,M,
OPPONG KYEKYEKU KAAKYIRE,NDC,,2016,AFIGYA KWABRE SOUTH,M,
WILLIAM OWURAKU AIDOO,NPP,,2016,AFIGYA KWABRE SOUTH,M,
ROBERT DAMBO,PNC,,2016,AFIGYA KWABRE SOUTH,M,
MILLICENT ELIZABETH BOATENG,IND,,2016,AFIGYA KWABRE SOUTH,M,
IVOR KWABINA GREENSTREET,CPP,,2016,AFIGYA KWABRE SOUTH,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,AFIGYA KWABRE SOUTH,P,
JOHN DRAMANI MAHAMA,NDC,,2016,AFIGYA KWABRE SOUTH,P,
PAPA KWASI NDOUM,PPP,,2016,AFIGYA KWABRE SOUTH,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,AFIGYA KWABRE SOUTH,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,AFIGYA KWABRE SOUTH,P,
JOSEPH OSEI YEBOAH,IND,,2016,AFIGYA KWABRE SOUTH,P,
FRANCIS BOADU,PPP,,2016,AFIGYA KWABRE NORTH,M,
KWAKU AGYEKUM ASARE,NDC,,2016,AFIGYA KWABRE NORTH,M,
NANA MARFO AMANIAMPONG,NPP,,2016,AFIGYA KWABRE NORTH,M,
FRANK OPOKU,CPP,,2016,AFIGYA KWABRE NORTH,M,
JOYCE ODURO,PNC,,2016,AFIGYA KWABRE NORTH,M,
IVOR KWABINA GREENSTREET,CPP,,2016,AFIGYA KWABRE NORTH,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,AFIGYA KWABRE NORTH,P,
JOHN DRAMANI MAHAMA,NDC,,2016,AFIGYA KWABRE NORTH,P,
PAPA KWASI NDOUM,PPP,,2016,AFIGYA KWABRE NORTH,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,AFIGYA KWABRE NORTH,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,AFIGYA KWABRE NORTH,P,
JOSEPH OSEI YEBOAH,IND,,2016,AFIGYA KWABRE NORTH,P,
ISAAC PRAH,PPP,,2016,EJISU,M,
GLORIA KORSHOR HUZE,NDC,,2016,EJISU,M,
KWABENA OWUSU-ADUOMI,NPP,,2016,EJISU,M,
ALEX APPIAH KOREE,CPP,,2016,EJISU,M,
IVOR KWABINA GREENSTREET,CPP,,2016,EJISU,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,EJISU,P,
JOHN DRAMANI MAHAMA,NDC,,2016,EJISU,P,
PAPA KWASI NDOUM,PPP,,2016,EJISU,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,EJISU,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,EJISU,P,
JOSEPH OSEI YEBOAH,IND,,2016,EJISU,P,
NANA PREMPEH AMANKWAAH,NDC,,2016,JUABEN,M,
AMA POMAA BOATENG,NPP,,2016,JUABEN,M,
GALLO STEPHEN AYITEY,CPP,,2016,JUABEN,M,
IVOR KWABINA GREENSTREET,CPP,,2016,JUABEN,P,
NANA KONADU AGYEMANG-RAWLINGS,NDP,,2016,JUABEN,P,
JOHN DRAMANI MAHAMA,NDC,,2016,JUABEN,P,
PAPA KWASI NDOUM,PPP,,2016,JUABEN,P,
NANA ADDO DANKWA AKUFFO-ADDO,NPP,,2016,JUABEN,P,
EDWARD NASIGRI MAHAMA,PNC,,2016,JUABEN,P,
JOSEPH OSEI YEBOAH,IND,,2016,JUABEN,P,
ACHEAMPONG STEPHEN,PPP,,2016,ASANTE AKIM SOUTH,M,
DE-GRAFT FORKUO,NDC,,2016,ASANTE AKIM SOUTH,M,
KWAKU ASANTE-BOATENG,NPP,,2016,ASANTE AKIM SOUTH,M,
INUSAH ISSAH,APC,,2016,ASANTE AKIM SOUTH,M,
