SAMUEL OFOSU-AMPOFO,NDC,39005,2012,TEMA WEST,M
SUSAN ADU-AMANKWAH,CPP,1022,2012,TEMA WEST,M
ROBERT EKOW ARKO,PPP,620,2012,TEMA WEST,M
AWOTWE KWEKU,NDP,59,2012,TEMA WEST,M
JOHN MAHAMA,NDC,29979,2012,TROBU,P
HENRY LARTEY,GCPP,77,2012,TROBU,P
NANA AKUFO-ADDO,NPP,47843,2012,TROBU,P
PAA KWESI NDUOM,PPP,276,2012,TROBU,P
AKWASI ADAE,UFP,12,2012,TROBU,P
HASSAN AYARIGA,PNC,33,2012,TROBU,P
ABU SAKARA,CPP,122,2012,TROBU,P
JACOB OSEI YEBOAH,IND,11,2012,TROBU,P
MOSES ANIM,NPP,46446,2012,TROBU,M
ISSAKA AMON KOTEI,NDC,27886,2012,TROBU,M
KWAKU OTENG ANANE,CPP,3001,2012,TROBU,M
VERONICA SAPPOR,PPP,663,2012,TROBU,M
ATTOH SAMUEL NEE-ARYEETEY,IND,508,2012,TROBU,M
OSMAN SULEYMAN ZAKARIA GONJEE,PNC,197,2012,TROBU,M
CLEMENT LAWSON,NDP,81,2012,TROBU,M
JOHN MAHAMA,NDC,27370,2012,AYAWASO EAST,P
HENRY LARTEY,GCPP,41,2012,AYAWASO EAST,P
NANA AKUFO-ADDO,NPP,14283,2012,AYAWASO EAST,P
PAA KWESI NDUOM,PPP,164,2012,AYAWASO EAST,P
AKWASI ADAE,UFP,5,2012,AYAWASO EAST,P
HASSAN AYARIGA,PNC,48,2012,AYAWASO EAST,P
ABU SAKARA,CPP,56,2012,AYAWASO EAST,P
JACOB OSEI YEBOAH,IND,3,2012,AYAWASO EAST,P
NASER MAHAMA TOURE,NDC,26647,2012,AYAWASO EAST,M
ALHAJI MOHAMMED BABA,NPP,13887,2012,AYAWASO EAST,M
ADOLEY ADDO,CPP,47,2012,AYAWASO EAST,M
ALHASSAN ABUBAKAR ZEBA,PNC,43,2012,AYAWASO EAST,M
PHILIP S Y AHETO,IND,40,2012,AYAWASO EAST,M
ALHASSAN A KAMAGTEY,PPP,34,2012,AYAWASO EAST,M
MOHAMMED AMINU L DAUDA,NDP,22,2012,AYAWASO EAST,M
JOHN MAHAMA,NDC,25979,2012,AYAWASO NORTH,P
HENRY LARTEY,GCPP,33,2012,AYAWASO NORTH,P
NANA AKUFO-ADDO,NPP,14367,2012,AYAWASO NORTH,P
PAA KWESI NDUOM,PPP,146,2012,AYAWASO NORTH,P
AKWASI ADAE,UFP,8,2012,AYAWASO NORTH,P
HASSAN AYARIGA,PNC,42,2012,AYAWASO NORTH,P
ABU SAKARA,CPP,27,2012,AYAWASO NORTH,P
JACOB OSEI YEBOAH,IND,9,2012,AYAWASO NORTH,P
MUSTAPHA AHMED,NDC,24475,2012,AYAWASO NORTH,M
ALHAJI YUSIF AHMED,NPP,15281,2012,AYAWASO NORTH,M
MOHAMMADU ABDULAI - JALLO,CPP,321,2012,AYAWASO NORTH,M
RICHARD HUDSON KOFI AHAMADZI,PNC,172,2012,AYAWASO NORTH,M
ABDUL RAZAK YAHAYA,IND,159,2012,AYAWASO NORTH,M
AMIN LARRY,PPP,65,2012,AYAWASO NORTH,M
JOHN MAHAMA,NDC,31537,2012,Ayawaso West-Wuogon,P
HENRY LARTEY,GCPP,27,2012,Ayawaso West-Wuogon,P
NANA AKUFO-ADDO,NPP,31023,2012,Ayawaso West-Wuogon,P
PAA KWESI NDUOM,PPP,462,2012,Ayawaso West-Wuogon,P
AKWASI ADAE,UFP,3,2012,Ayawaso West-Wuogon,P
HASSAN AYARIGA,PNC,12,2012,Ayawaso West-Wuogon,P
ABU SAKARA,CPP,182,2012,Ayawaso West-Wuogon,P
JACOB OSEI YEBOAH,IND,5,2012,Ayawaso West-Wuogon,P
EMMANUEL KYEREMATENG AGYARKO,NPP,31807,2012,Ayawaso West-Wuogon,M
KWAME AWUAH-DARKO,NDC,30116,2012,Ayawaso West-Wuogon,M
WILLIAM DOWOKPOR,PPP,998,2012,Ayawaso West-Wuogon,M
ANTISEM DONKOR,CPP,169,2012,Ayawaso West-Wuogon,M
FOSTER APETOR,NDP,74,2012,Ayawaso West-Wuogon,M
HENRY ASANTE,PNC,68,2012,Ayawaso West-Wuogon,M
JOHN MAHAMA,NDC,26386,2012,WEIJA GBAWE,P
HENRY LARTEY,GCPP,49,2012,WEIJA GBAWE,P
NANA AKUFO-ADDO,NPP,34466,2012,WEIJA GBAWE,P
PAA KWESI NDUOM,PPP,398,2012,WEIJA GBAWE,P
AKWASI ADAE,UFP,9,2012,WEIJA GBAWE,P
HASSAN AYARIGA,PNC,18,2012,WEIJA GBAWE,P
ABU SAKARA,CPP,43,2012,WEIJA GBAWE,P
JACOB OSEI YEBOAH,IND,9,2012,WEIJA GBAWE,P
ROSEMOND COMFORT ABRAH,NPP,32861,2012,WEIJA GBAWE,M
OBUOBIA DARKO - OPOKU,NDC,26899,2012,WEIJA GBAWE,M
JESSICA ADWOA MANUEL SIMPSON,PPP,739,2012,WEIJA GBAWE,M
NKANSAH BOAHENE DANIEL,NVP,627,2012,WEIJA GBAWE,M
MOHAMMED FRIMPONG,NDP,124,2012,WEIJA GBAWE,M
SAVIOUR GBEDZE,PNC,72,2012,WEIJA GBAWE,M
